#,Posession: Complete release,Possesion: partial,Artist,Name,Funding,Founder,ID KvX,Artist2,Title,Label,Year,Country,Styles,KvX link,Discogs Link1,KvX link,Discogs Link2,Join,Alternate Files Found On Soulseek,Notes,Check zips (admin)
438,FALSE,FALSE,Various,Disco 5,100%,zochovsky,2007,Various,Disco 5,"Music For Pleasure, Flame (13)",1977,South Africa,Disco,https://kollektivx.com/music-legacy-projects/2007-Various-Disco-5,https://www.discogs.com/release/9049786,https://kollektivx.com/music-legacy-projects/2007-Various-Disco-5,https://www.discogs.com/release/9049786,VariousDisco 5,,,
439,TRUE,FALSE,"Kiva Kiva, Aliisa (3)",Sut Haluun Vaan / On Vain Tää Yö,100%,Otis,2010,,,Freak Out Disko,,Finland,"Italo-Disco, Hi NRG, Disco","https://kollektivx.com/music-legacy-projects/2010-Kiva-Kiva,-Aliisa-Sut-Haluun-Vaan-On-Vain-Tää-Yö",https://www.discogs.com/release/14699426,"https://kollektivx.com/music-legacy-projects/2010-Kiva-Kiva,-Aliisa-Sut-Haluun-Vaan-On-Vain-Tää-Yö",https://www.discogs.com/release/14699426,"Kiva Kiva, Aliisa (3)Sut Haluun Vaan / On Vain Tää Yö",,,2010
440,FALSE,TRUE,Interdance (2),Vol. 2,100%,toteskewt,2011,,,Inter Dance,1990,Italy,"House, Techno",https://kollektivx.com/music-legacy-projects/2011-Interdance-Vol.-2,https://www.discogs.com/release/931681,https://kollektivx.com/music-legacy-projects/2011-Interdance-Vol.-2,https://www.discogs.com/release/931681,Interdance (2)Vol. 2,,,2011
441,FALSE,TRUE,Thami Sihlangu,Forgive Me,100%,FF033E,2014,Thami Sihlangu,Forgive Me,T.I.G.E.R,1992,South Africa,"Funk, Bubblegum",https://kollektivx.com/music-legacy-projects/2014-Thami-Sihlangu-Forgive-Me,https://www.discogs.com/release/15663951,https://kollektivx.com/music-legacy-projects/2014-Thami-Sihlangu-Forgive-Me,https://www.discogs.com/release/15663951,Thami SihlanguForgive Me,,,
442,TRUE,FALSE,Soweto Sound Machine,Vibrations,100%,lacasadelamor,2019,Soweto Sound Machine,Vibrations,Ream,1990,South Africa,House,https://kollektivx.com/music-legacy-projects/2019-Soweto-Sound-Machine-Vibrations,https://www.discogs.com/release/12667917,https://kollektivx.com/music-legacy-projects/2019-Soweto-Sound-Machine-Vibrations,https://www.discogs.com/release/12667917,Soweto Sound MachineVibrations,,,
443,FALSE,TRUE,"Russ Brown, Pump (3)",Makin' Love In The Jungle,100%,nika,2023,,,MF Records,1989,US,"House, Garage House","https://kollektivx.com/music-legacy-projects/2023-Russ-Brown,-Pump-Makin-Love-In-The-Jungle",https://www.discogs.com/release/457957,"https://kollektivx.com/music-legacy-projects/2023-Russ-Brown,-Pump-Makin-Love-In-The-Jungle",https://www.discogs.com/release/457957,"Russ Brown, Pump (3)Makin' Love In The Jungle",,,2023
444,TRUE,FALSE,Bodybag,Double Bass,100%,Lekooala,2027,Bodybag,Double Bass,C.T. Records,1990,UK,"Breakbeat, Downtempo, House",https://kollektivx.com/music-legacy-projects/2027-Bodybag-Double-Bass,https://www.discogs.com/release/428135,https://kollektivx.com/music-legacy-projects/2027-Bodybag-Double-Bass,https://www.discogs.com/release/428135,BodybagDouble Bass,,,2027
445,TRUE,FALSE,Various,Polarisiana,100%,zochovsky,2032,Various,Polarisiana,Polaris,1976,Italy,"Disco, Easy Listening, Chanson, Romantic",https://kollektivx.com/music-legacy-projects/2032-Various-Polarisiana,https://www.discogs.com/release/3544329,https://kollektivx.com/music-legacy-projects/2032-Various-Polarisiana,https://www.discogs.com/release/3544329,VariousPolarisiana,,,2032
446,FALSE,FALSE,Rhythm Section (2),Rhythm Section II The Sequel,100%,ArthurToasted,2038,,,Visual Groove Productions,1995,UK,Breaks,https://kollektivx.com/music-legacy-projects/2038-Rhythm-Section-Rhythm-Section-Ii-The-Sequel,https://www.discogs.com/release/558690,https://kollektivx.com/music-legacy-projects/2038-Rhythm-Section-Rhythm-Section-Ii-The-Sequel,https://www.discogs.com/release/558690,Rhythm Section (2)Rhythm Section II The Sequel,,,
447,TRUE,FALSE,Trancefeld,Die 3 Fragezeichen und der tanzende Teufel,100%,toni511,2039,Trancefeld,Die 3 Fragezeichen und der tanzende Teufel,Not On Label,2002,Germany,"Deep House, House",https://kollektivx.com/music-legacy-projects/2039-Trancefeld-Die-Fragezeichen-Und-Der-Tanzende-Teufel,https://www.discogs.com/release/915967,https://kollektivx.com/music-legacy-projects/2039-Trancefeld-Die-Fragezeichen-Und-Der-Tanzende-Teufel,https://www.discogs.com/release/915967,TrancefeldDie 3 Fragezeichen und der tanzende Teufel,Y,,2039
448,FALSE,TRUE,Yvon Mora,Tropique Du Cancer,100%,Archiebishop,2040,Yvon Mora,Tropique Du Cancer,Cabana Music,1986,France,"Synth-pop, Funk, Balearic",https://kollektivx.com/music-legacy-projects/2040-Yvon-Mora-Tropique-Du-Cancer,https://www.discogs.com/release/13893931,https://kollektivx.com/music-legacy-projects/2040-Yvon-Mora-Tropique-Du-Cancer,https://www.discogs.com/release/13893931,Yvon MoraTropique Du Cancer,,,2040
449,TRUE,FALSE,Activarium,Mushroom Dancer E.P.,100%,Dubdubdub,2048,Activarium,Mushroom Dancer E.P.,The Same Hippies Recordings,1997,Germany,"Techno, Trance, Goa Trance",https://kollektivx.com/music-legacy-projects/2048-Activarium-Mushroom-Dancer-E.P.,https://www.discogs.com/release/401423,https://kollektivx.com/music-legacy-projects/2048-Activarium-Mushroom-Dancer-E.P.,https://www.discogs.com/release/401423,ActivariumMushroom Dancer E.P.,,,2048
450,TRUE,FALSE,Black Warriors,Alubale' Alubale',100%,SpecialK,2049,Black Warriors,Alubale' Alubale',Savannah Records,1992,Italy,House,https://kollektivx.com/music-legacy-projects/2049-Black-Warriors-Alubale-Alubale,https://www.discogs.com/release/1431593,https://kollektivx.com/music-legacy-projects/2049-Black-Warriors-Alubale-Alubale,https://www.discogs.com/release/1431593,Black WarriorsAlubale' Alubale',,,2049
451,TRUE,FALSE,On,Applegas,100%,SpecialK,2050,On,Applegas,Nucleus,1992,UK,"Downtempo, House, Leftfield",https://kollektivx.com/music-legacy-projects/2050-On-Applegas,https://www.discogs.com/release/199513,https://kollektivx.com/music-legacy-projects/2050-On-Applegas,https://www.discogs.com/release/199513,OnApplegas,,,2050
452,TRUE,FALSE,Patsy,Dreamin',100%,Sarlim,2060,Patsy,Dreamin',ZYX Records,1990,Germany,UK Street Soul,https://kollektivx.com/music-legacy-projects/2060-Patsy-Dreamin,https://www.discogs.com/release/1533439,https://kollektivx.com/music-legacy-projects/2060-Patsy-Dreamin,https://www.discogs.com/release/1533439,PatsyDreamin',,,2060
453,TRUE,FALSE,Corre Caminos,Spanish Kiss,100%,fakefamous,2075,Corre Caminos,Spanish Kiss,Jonathan,1990,France,Euro House,https://kollektivx.com/music-legacy-projects/2075-Corre-Caminos-Spanish-Kiss,https://www.discogs.com/release/304909,https://kollektivx.com/music-legacy-projects/2075-Corre-Caminos-Spanish-Kiss,https://www.discogs.com/release/304909,Corre CaminosSpanish Kiss,,,2075
454,TRUE,FALSE,Green Cloud,Do What The F*k U Like,100%,Aronmashin,2076,Green Cloud,Do What The F*k U Like,Green Cloud Recordings,1994,UK,House,https://kollektivx.com/music-legacy-projects/2076-Green-Cloud-Do-What-The-F*K-U-Like,https://www.discogs.com/release/100082,https://kollektivx.com/music-legacy-projects/2076-Green-Cloud-Do-What-The-F*K-U-Like,https://www.discogs.com/release/100082,Green CloudDo What The F*k U Like,,,2076
455,TRUE,FALSE,J.E. Movement,Bad Girls,100%,ssanneclerk,2083,J.E. Movement,Bad Girls,Nu Beat,1989,South Africa,"House, Bubblegum, Kwaito",https://kollektivx.com/music-legacy-projects/2083-J.E.-Movement-Bad-Girls,https://www.discogs.com/release/9777968,https://kollektivx.com/music-legacy-projects/2083-J.E.-Movement-Bad-Girls,https://www.discogs.com/release/9777968,J.E. MovementBad Girls,,,
456,FALSE,TRUE,Brother Brown,Where Are My Organs? / Slow Feet,100%,JJ,2087,Brother Brown,Where Are My Organs? / Slow Feet,Kumba Records,1997,USA,"Progressive House, Tribal House",https://kollektivx.com/music-legacy-projects/2087-Brother-Brown-Where-Are-My-Organs?-Slow-Feet,https://www.discogs.com/release/406586,https://kollektivx.com/music-legacy-projects/2087-Brother-Brown-Where-Are-My-Organs?-Slow-Feet,https://www.discogs.com/release/406586,Brother BrownWhere Are My Organs? / Slow Feet,,,2087
457,TRUE,FALSE,Hazi Hazi,Alien Temple (Remix),100%,pau2guillen,2089,Hazi Hazi,Alien Temple (Remix),Hypa Records,1993,UK,Progressive House,https://kollektivx.com/music-legacy-projects/2089-Hazi-Hazi-Alien-Temple-(Remix),https://www.discogs.com/release/1371673,https://kollektivx.com/music-legacy-projects/2089-Hazi-Hazi-Alien-Temple-(Remix),https://www.discogs.com/release/1371673,Hazi HaziAlien Temple (Remix),,,2089
458,FALSE,FALSE,Mi Muchila,Communar,100%,O.Rayan,2099,Mi Muchila,Communar,Denz Da Denz Recordings,1997,Netherlands,"Breakbeat, House",https://kollektivx.com/music-legacy-projects/2099-Mi-Muchila-Communar,https://www.discogs.com/release/371745,https://kollektivx.com/music-legacy-projects/2099-Mi-Muchila-Communar,https://www.discogs.com/release/371745,Mi MuchilaCommunar,,,
459,FALSE,TRUE,Goldmine,Do What You Like,100%,pau2guillen,2104,Goldmine,Do What You Like,Triumph Records,1994,UK,"Acid, House",https://kollektivx.com/music-legacy-projects/2104-Goldmine-Do-What-You-Like,https://www.discogs.com/release/250993,https://kollektivx.com/music-legacy-projects/2104-Goldmine-Do-What-You-Like,https://www.discogs.com/release/250993,GoldmineDo What You Like,,Personal Files Venetia,
460,FALSE,TRUE,Dr Shandra,Turn Me On,100%,Rache,2108,Dr Shandra,Turn Me On,Talkback Records,1992,Switzerland,Eurodance,https://kollektivx.com/music-legacy-projects/3194-Dr-Shandra-Turn-Me-On,https://www.discogs.com/release/6407089,https://kollektivx.com/music-legacy-projects/3194-Dr-Shandra-Turn-Me-On,https://www.discogs.com/release/6407089,Dr ShandraTurn Me On,Y,,2108
461,TRUE,FALSE,Hawai (2),Hawai,100%,Jaar,2110,,,Max Music,1986,Spain,Euro-Disco,https://kollektivx.com/music-legacy-projects/2110-Hawai-Hawai,https://www.discogs.com/release/1265899,https://kollektivx.com/music-legacy-projects/2110-Hawai-Hawai,https://www.discogs.com/release/1265899,Hawai (2)Hawai,,,2110
462,FALSE,TRUE,The Blow Monkeys,Springtime For The World,100%,BorisnilreB,2111,The Blow Monkeys,Springtime For The World,RCA,1990,UK,"House, Balearic",https://kollektivx.com/music-legacy-projects/2111-The-Blow-Monkeys-Springtime-For-The-World,https://www.discogs.com/release/1000143,https://kollektivx.com/music-legacy-projects/2111-The-Blow-Monkeys-Springtime-For-The-World,https://www.discogs.com/release/1000143,The Blow MonkeysSpringtime For The World,,,2111
463,FALSE,FALSE,Hoss (19),Nanamakossa,100%,choppinho,2114,,,Hoss,,France,"Italodance, House, Synth-pop",https://kollektivx.com/music-legacy-projects/2114-Hoss-19-Nanamakossa,https://www.discogs.com/release/7867499,https://kollektivx.com/music-legacy-projects/2114-Hoss-19-Nanamakossa,https://www.discogs.com/release/7867499,Hoss (19)Nanamakossa,,,
464,TRUE,FALSE,"Meo (2), Steve Battarra",Global Village Volume 2,100%,nika,2118,,,Tribal Italia,1996,Italy,"Tribal, Tribal House, Trance","https://kollektivx.com/music-legacy-projects/2118-Meo-,-Steve-Battarra-Global-Village-Volume-2",https://www.discogs.com/release/1645048,"https://kollektivx.com/music-legacy-projects/2118-Meo-,-Steve-Battarra-Global-Village-Volume-2",https://www.discogs.com/release/1645048,"Meo (2), Steve BattarraGlobal Village Volume 2",,,
465,TRUE,FALSE,"Johnny Zee, D.J. Kendell",Cum Be My Lover,100%,MercuryCapri,2121,"Johnny Zee, D.J. Kendell",Cum Be My Lover,"Network Records, Refit",1992,UK,"Ragga, House, Trance, Breakbeat",https://kollektivx.com/music-legacy-projects/2121-Johnny-Zee-Dj-Kendell-Cum-Be-My-Lover,https://www.discogs.com/release/1520272,"https://kollektivx.com/music-legacy-projects/6312-Johnny-Zee,-D.J.-Kendell-Cum-Be-My-Lover",https://www.discogs.com/release/1520272,"Johnny Zee, D.J. KendellCum Be My Lover",,Duplicate project,2121
466,FALSE,TRUE,Thando,Let's Do It Right,100%,SpecialK,2126,Thando,Let's Do It Right,"Bigshot Records, Blast Records",1990,Canada,"House, Garage House",https://kollektivx.com/music-legacy-projects/2126-Thando-Lets-Do-It-Right,https://www.discogs.com/release/186993,https://kollektivx.com/music-legacy-projects/2126-Thando-Lets-Do-It-Right,https://www.discogs.com/release/186993,ThandoLet's Do It Right,,,2126
467,TRUE,FALSE,Force Mass Motion,Escape / Don't You / Opposite And Equal,100%,pau2guillen,2130,Force Mass Motion,Escape / Don't You / Opposite And Equal,Rabbit City Records,1996,UK,"Techno, Breakbeat, Acid",https://kollektivx.com/music-legacy-projects/2130-Force-Mass-Motion-Escape-Dont-You-Opposite-And-Equal,https://www.discogs.com/release/121695,https://kollektivx.com/music-legacy-projects/2130-Force-Mass-Motion-Escape-Dont-You-Opposite-And-Equal,https://www.discogs.com/release/121695,Force Mass MotionEscape / Don't You / Opposite And Equal,,,2130
468,FALSE,TRUE,"DJ Albino, C. Baldelli, Niki X",Atribal Love,100%,rossharvey52,2134,"DJ Albino, C. Baldelli, Niki X",Atribal Love,S.O.B. (Sound Of The Bomb),1992,Italy,"House, Italo House","https://kollektivx.com/music-legacy-projects/2134-Dj-Albino,-C.-Baldelli,-Niki-X-Atribal-Love",https://www.discogs.com/release/685705,"https://kollektivx.com/music-legacy-projects/2134-Dj-Albino,-C.-Baldelli,-Niki-X-Atribal-Love",https://www.discogs.com/release/685705,"DJ Albino, C. Baldelli, Niki XAtribal Love",,,2134
469,FALSE,TRUE,Mighty Fish,Culture Bug,100%,vanishvanish,2165,,,Ork Recordings,2005,Ireland,"Acid House, Minimal",https://kollektivx.com/music-legacy-projects/2165-Mighty-Fish-Culture-Bug,https://www.discogs.com/release/623303,https://kollektivx.com/music-legacy-projects/2165-Mighty-Fish-Culture-Bug,https://www.discogs.com/release/623303,Mighty FishCulture Bug,,,
470,FALSE,TRUE,"Shiva (3), Serene (2)",Shiva / Serene,100%,toni511,2166,,,General Production Recordings,1991,UK,"Breakbeat, House, Techno","https://kollektivx.com/music-legacy-projects/2166-Shiva-3,-Serene-2-Shiva-Serene",https://www.discogs.com/release/164079,"https://kollektivx.com/music-legacy-projects/2166-Shiva-3,-Serene-2-Shiva-Serene",https://www.discogs.com/release/164079,"Shiva (3), Serene (2)Shiva / Serene",,,2166
471,FALSE,TRUE,George Aaron,Twist In My Sobriety / Funk'Z,100%,Lekooala,2179,George Aaron,Twist In My Sobriety / Funk'Z,Cruisin' Records,1989,Italy,"Downtempo, Italo-Disco",https://kollektivx.com/music-legacy-projects/2179-George-Aaron-Twist-In-My-Sobriety-Funkz,https://www.discogs.com/release/560469,https://kollektivx.com/music-legacy-projects/2179-George-Aaron-Twist-In-My-Sobriety-Funkz,https://www.discogs.com/release/560469,George AaronTwist In My Sobriety / Funk'Z,,,2179
472,TRUE,FALSE,Under 99,Free,100%,Lekooala,2180,Under 99,Free,Black Flame,1991,Germany,"Downtempo, House, Soul-Jazz",https://kollektivx.com/music-legacy-projects/2180-Under-99-Free,https://www.discogs.com/release/1590331,https://kollektivx.com/music-legacy-projects/2180-Under-99-Free,https://www.discogs.com/release/1590331,Under 99Free,,,2180
473,TRUE,FALSE,Various,Disco 7 - Paradise,100%,zochovsky,2188,Various,Disco 7 - Paradise,"Music For Pleasure, Flame (13)",1977,South Africa,Disco,https://kollektivx.com/music-legacy-projects/2188-Various-Disco-7--Paradise,https://www.discogs.com/release/7853275,https://kollektivx.com/music-legacy-projects/2188-Various-Disco-7--Paradise,https://www.discogs.com/release/7853275,VariousDisco 7 - Paradise,,,2188
474,FALSE,TRUE,Ishida-Express I,Touring Express,100%,bromar2292,2194,Ishida-Express I,Touring Express,Columbia,1985,Japan,"Jazz-Rock, Boogie",https://kollektivx.com/music-legacy-projects/2194-Ishida-Express-I-Touring-Express,https://www.discogs.com/release/7306649,https://kollektivx.com/music-legacy-projects/2194-Ishida-Express-I-Touring-Express,https://www.discogs.com/release/7306649,Ishida-Express ITouring Express,,,
475,TRUE,FALSE,Stefano Secchi,Ciao,100%,Otis,2229,,,New Music International,1990,Italy,"House, Deep House, Euro House",https://kollektivx.com/music-legacy-projects/2229-Stefano-Secchi-Ciao,https://www.discogs.com/release/782514,https://kollektivx.com/music-legacy-projects/2229-Stefano-Secchi-Ciao,https://www.discogs.com/release/782514,Stefano SecchiCiao,,,2229
476,TRUE,FALSE,Trancefeld,Die 3 Fragezeichen und der tanzende Teufel,100%,toni511,2239,Trancefeld,Die 3 Fragezeichen und der tanzende Teufel,Not On Label,2002,Germany,"Deep House, House",https://kollektivx.com/music-legacy-projects/2239-Trancefeld-Die-Fragezeichen-Und-Der-Tanzende-Teufel,https://www.discogs.com/release/915967,https://kollektivx.com/music-legacy-projects/2239-Trancefeld-Die-Fragezeichen-Und-Der-Tanzende-Teufel,https://www.discogs.com/release/915967,TrancefeldDie 3 Fragezeichen und der tanzende Teufel,Y,,2239
477,FALSE,FALSE,Was (Not Was),Listen Like Thieves,100%,O.Rayan,2240,Was (Not Was),Listen Like Thieves,Fontana,1992,UK,House,https://kollektivx.com/music-legacy-projects/2240-Was-Not-Was-Listen-Like-Thieves,https://www.discogs.com/release/295471,https://kollektivx.com/music-legacy-projects/2240-Was-Not-Was-Listen-Like-Thieves,https://www.discogs.com/release/295471,Was (Not Was)Listen Like Thieves,,,
478,TRUE,FALSE,Various,North By Northwest,100%,wololo,2254,Various,North By Northwest,Raw Groove Records,1990,UK,"House, Hip Hop, Acid House, UK Street Soul",https://kollektivx.com/music-legacy-projects/2254-Various-North-By-Northwest,https://www.discogs.com/release/2002587,https://kollektivx.com/music-legacy-projects/2254-Various-North-By-Northwest,https://www.discogs.com/release/2002587,VariousNorth By Northwest,,,2254
479,FALSE,TRUE,Giuseppe Randazzo,Hey!,100%,wololo,2278,Giuseppe Randazzo,Hey!,Besazio Productions,2021,Italy,House,https://kollektivx.com/music-legacy-projects/2278-Giuseppe-Randazzo-Hey!,https://www.discogs.com/release/21694090,https://kollektivx.com/music-legacy-projects/2278-Giuseppe-Randazzo-Hey!,https://www.discogs.com/release/21694090,Giuseppe RandazzoHey!,,,2278
480,TRUE,FALSE,Mayday (11),Holiday On The Beach,100%,Atlas,2286,,,,,,,https://kollektivx.com/music-legacy-projects/2286-Mayday-Holiday-On-The-Beach,https://www.discogs.com/release/2987058,https://kollektivx.com/music-legacy-projects/2286-Mayday-Holiday-On-The-Beach,https://www.discogs.com/release/2987058,Mayday (11)Holiday On The Beach,,,
481,TRUE,FALSE,No Code,No Code,100%,Lekooala,2328,No Code,No Code,Clean Cuts,1993,USA,"Techno, Breakbeat, Ambient, Downtempo",https://kollektivx.com/music-legacy-projects/2328-No-Code-No-Code,https://www.discogs.com/release/1310847,https://kollektivx.com/music-legacy-projects/2328-No-Code-No-Code,https://www.discogs.com/release/1310847,No CodeNo Code,Y,,2328
482,TRUE,FALSE,El Latino Man,Sientes La Conga,100%,Floar,2333,El Latino Man,Sientes La Conga,DB Records (4),1995,Italy,"House, Boogie, Salsa",https://kollektivx.com/music-legacy-projects/2333-El-Latino-Man-Sientes-La-Conga,https://www.discogs.com/release/9077098,https://kollektivx.com/music-legacy-projects/2333-El-Latino-Man-Sientes-La-Conga,https://www.discogs.com/release/9077098,El Latino ManSientes La Conga,,,2333
483,FALSE,TRUE,Monwabisi Yekani,Aweyo,100%,Floar,2336,Monwabisi Yekani,Aweyo,Cool Spot,1990,South Africa,"Boogie, Bubblegum",https://kollektivx.com/music-legacy-projects/2336-Monwabisi-Yekani-Aweyo,https://www.discogs.com/release/7621460,https://kollektivx.com/music-legacy-projects/2336-Monwabisi-Yekani-Aweyo,https://www.discogs.com/release/7621460,Monwabisi YekaniAweyo,,,2336
484,FALSE,TRUE,"Chaba Fadela, Farah (7)",A-Rab-Rab,100%,__,2338,,,"Casablanca Record And Filmworks, Inc.",1991,Italy,"Techno, House","https://kollektivx.com/music-legacy-projects/2338-Chaba-Fadela,-Farah-A-Rab-Rab",https://www.discogs.com/release/15297442,"https://kollektivx.com/music-legacy-projects/2338-Chaba-Fadela,-Farah-A-Rab-Rab",https://www.discogs.com/release/15297442,"Chaba Fadela, Farah (7)A-Rab-Rab",,,2338
