#,Posession: Complete release,Possesion: partial,Artist,Name,Funding,Founder,ID KvX,Artist2,Title,Label,Year,Country,Styles,KvX link,Discogs Link1,KvX link,Discogs Link2,Join,Alternate Files Found On Soulseek,Notes,Check zips (admin)
1221,TRUE,FALSE,Phiz,The Phiz,100%,andrejsg,5937,Phiz,The Phiz,Blow Your Own Trumpet,1993,UK,"Techno, Acid House",https://kollektivx.com/music-legacy-projects/5937-Phiz-The-Phiz,https://www.discogs.com/release/524068,https://kollektivx.com/music-legacy-projects/5937-Phiz-The-Phiz,https://www.discogs.com/release/524068,PhizThe Phiz,,,5937
1222,TRUE,FALSE,Racoon (3),The Joker! / Dance With Me,100%,el_tonico,5938,Racoon (3),The Joker! / Dance With Me,Racoon Tunes,1995,UK,House,https://kollektivx.com/music-legacy-projects/5938-Racoon-3-The-Joker!-Dance-With-Me,https://www.discogs.com/release/297116,https://kollektivx.com/music-legacy-projects/5938-Racoon-3-The-Joker!-Dance-With-Me,https://www.discogs.com/release/297116,Racoon (3)The Joker! / Dance With Me,,,5938
1223,TRUE,FALSE,Neon Air,"Bongos, Claps, Stix 'N' Sax / Special",100%,Otis,5939,Neon Air,"Bongos, Claps, Stix 'N' Sax / Special",TLB Records,1993,UK,House,"https://kollektivx.com/music-legacy-projects/5939-Neon-Air-Bongos,-Claps,-Stix-N-Sax-Special",https://www.discogs.com/release/379276,"https://kollektivx.com/music-legacy-projects/5939-Neon-Air-Bongos,-Claps,-Stix-N-Sax-Special",https://www.discogs.com/release/379276,"Neon AirBongos, Claps, Stix 'N' Sax / Special",,,5939
1224,TRUE,FALSE,Groove Control (2),Global Change,100%,Venetia.music,5940,Groove Control (2),Global Change,Stealth Records,1992,Netherlands,"Techno, House",https://kollektivx.com/music-legacy-projects/5940-Groove-Control-2-Global-Change,https://www.discogs.com/release/206139,https://kollektivx.com/music-legacy-projects/5940-Groove-Control-2-Global-Change,https://www.discogs.com/release/206139,Groove Control (2)Global Change,,,5940
1225,TRUE,FALSE,The Word,R U Ready (For Love),100%,hardboiledwonderland,5942,The Word,R U Ready (For Love),Invasion Recordings,1991,USA,"House, Downtempo",https://kollektivx.com/music-legacy-projects/5942-The-Word-R-U-Ready-(For-Love),https://www.discogs.com/release/704198,https://kollektivx.com/music-legacy-projects/5942-The-Word-R-U-Ready-(For-Love),https://www.discogs.com/release/704198,The WordR U Ready (For Love),,,5942
1226,TRUE,FALSE,Blue Noise,Nine Volt,100%,Topsecret123,5944,Blue Noise,Nine Volt,Slide Recordings,2005,UK,"Progressive House, Deep House, Tech House, Electro",https://kollektivx.com/music-legacy-projects/5944-Blue-Noise-Nine-Volt,https://www.discogs.com/release/520428,https://kollektivx.com/music-legacy-projects/5944-Blue-Noise-Nine-Volt,https://www.discogs.com/release/520428,Blue NoiseNine Volt,,,5944
1227,TRUE,FALSE,Unknown Artist,Untitled,100%,jaikin,5947,Unknown Artist,Untitled,Sight 'n Sound,1997,Netherlands,"House, Techno, Trance",https://kollektivx.com/music-legacy-projects/5947-Unknown-Artist-Untitled,https://www.discogs.com/release/24811214,https://kollektivx.com/music-legacy-projects/5947-Unknown-Artist-Untitled,https://www.discogs.com/release/24811214,Unknown ArtistUntitled,,,5947
1228,TRUE,FALSE,"Akilah, F.M. Inc.",Call Me Anytime,100%,Topsecret123,5950,"Akilah, F.M. Inc.",Call Me Anytime,Nuff Tuff Music,1992,UK,"UK Street Soul, Deep House, Breaks","https://kollektivx.com/music-legacy-projects/5950-Akilah,-F.M.-Inc.-Call-Me-Anytime",https://www.discogs.com/release/9392701,"https://kollektivx.com/music-legacy-projects/5950-Akilah,-F.M.-Inc.-Call-Me-Anytime",https://www.discogs.com/release/9392701,"Akilah, F.M. Inc.Call Me Anytime",,,5950
1229,TRUE,FALSE,Angelo Di Napoli,Non Si Puo,100%,Brando,5953,Angelo Di Napoli,Non Si Puo,Sovisa,1984,Spain,Italo-Disco,https://kollektivx.com/music-legacy-projects/5953-Angelo-Di-Napoli-Non-Si-Puo,https://www.discogs.com/release/2220926,https://kollektivx.com/music-legacy-projects/5953-Angelo-Di-Napoli-Non-Si-Puo,https://www.discogs.com/release/2220926,Angelo Di NapoliNon Si Puo,,,5953
1230,TRUE,FALSE,Nu-Sense (2),F.U.C.K.,100%,cogi96,5956,Nu-Sense (2),F.U.C.K.,Vanity (2),1997,Germany,House,https://kollektivx.com/music-legacy-projects/5956-Nu-Sense-2-F.U.C.K.,https://www.discogs.com/release/1785055,https://kollektivx.com/music-legacy-projects/5956-Nu-Sense-2-F.U.C.K.,https://www.discogs.com/release/1785055,Nu-Sense (2)F.U.C.K.,,,5956
1231,TRUE,FALSE,Afrikan Opera,Che Life,100%,Archiebishop,5957,Afrikan Opera,Che Life,4 Liberty Records,1995,UK,"Tribal House, House, Dub",https://kollektivx.com/music-legacy-projects/5957-Afrikan-Opera-Che-Life,https://www.discogs.com/release/2022909,https://kollektivx.com/music-legacy-projects/5957-Afrikan-Opera-Che-Life,https://www.discogs.com/release/2022909,Afrikan OperaChe Life,,,5957
1232,TRUE,FALSE,Geronimo (4),Let Off,100%,fedyah,5981,Geronimo (4),Let Off,Listen Like Thieves,1993,UK,Progressive House,https://kollektivx.com/music-legacy-projects/5981-Geronimo-4-Let-Off,https://www.discogs.com/release/381692,https://kollektivx.com/music-legacy-projects/5981-Geronimo-4-Let-Off,https://www.discogs.com/release/381692,Geronimo (4)Let Off,,,5981
1233,TRUE,FALSE,The Priests And The Robot (T.Pa.T.R.),1. Blue,100%,DJLorean,5990,The Priests And The Robot (T.Pa.T.R.),1. Blue,Not On Label,1987,Germany,"Disco, Industrial, Minimal, Experimental",https://kollektivx.com/music-legacy-projects/5990-The-Priests-And-The-Robot-T.Pa.T.R.-1.-Blue,https://www.discogs.com/release/23358626,https://kollektivx.com/music-legacy-projects/5990-The-Priests-And-The-Robot-T.Pa.T.R.-1.-Blue,https://www.discogs.com/release/23358626,The Priests And The Robot (T.Pa.T.R.)1. Blue,,,5990
1234,TRUE,FALSE,Les Freres Parent,Veye-Yo,100%,Floar,5992,Les Freres Parent,Veye-Yo,Michga Records,1987,USA,Compas,https://kollektivx.com/music-legacy-projects/5992-Les-Freres-Parent-Veye-Yo,https://www.discogs.com/release/7226926,https://kollektivx.com/music-legacy-projects/5992-Les-Freres-Parent-Veye-Yo,https://www.discogs.com/release/7226926,Les Freres ParentVeye-Yo,,,5992
1235,TRUE,FALSE,50%,Obsession / Do Do D'Up (Deepnees),100%,Wts,5993,50%,Obsession / Do Do D'Up (Deepnees),"Bull & Butcher Recordings, Rolling Tune Recordings",1992,Italy,"House, Deep House, Euro House",https://kollektivx.com/music-legacy-projects/5993-%-Obsession-Do-Do-Dup-(Deepnees),https://www.discogs.com/release/698276,https://kollektivx.com/music-legacy-projects/5993-%-Obsession-Do-Do-Dup-(Deepnees),https://www.discogs.com/release/698276,0.5Obsession / Do Do D'Up (Deepnees),,,
1236,TRUE,FALSE,"Sweet Control, Georgie Ô",Lighter Than The Wind,100%,danjo,6004,"Sweet Control, Georgie Ô",Lighter Than The Wind,EMI Music France,1992,France,"House, Downtempo, Euro House","https://kollektivx.com/music-legacy-projects/6004-Sweet-Control,-Georgie-Ô-Lighter-Than-The-Wind",https://www.discogs.com/release/2393229,"https://kollektivx.com/music-legacy-projects/6004-Sweet-Control,-Georgie-Ô-Lighter-Than-The-Wind",https://www.discogs.com/release/2393229,"Sweet Control, Georgie ÔLighter Than The Wind",Y,,6004
1237,TRUE,FALSE,E.V.O.E.,Cacacucuca (Salsa Para Ti),100%,amormiamor,6020,E.V.O.E.,Cacacucuca (Salsa Para Ti),New Music International,1992,Italy,"House, Italo House, Latin",https://kollektivx.com/music-legacy-projects/6020-E.V.O.E.-Cacacucuca-(Salsa-Para-Ti),https://www.discogs.com/release/1730479,https://kollektivx.com/music-legacy-projects/6020-E.V.O.E.-Cacacucuca-(Salsa-Para-Ti),https://www.discogs.com/release/1730479,E.V.O.E.Cacacucuca (Salsa Para Ti),,,6020
1238,TRUE,FALSE,Housa Musika,Vol. 1,100%,pau2guillen,6028,Housa Musika,Vol. 1,Not On Label (Housa Musika Self-released),,UK,House,https://kollektivx.com/music-legacy-projects/6028-Housa-Musika-Vol.-1,https://www.discogs.com/release/359083,https://kollektivx.com/music-legacy-projects/6028-Housa-Musika-Vol.-1,https://www.discogs.com/release/359083,Housa MusikaVol. 1,,,6028
1239,TRUE,FALSE,"Las Vegas, La Baie Des Iles",Zouk à l'aise / Bouge Ton Corps,100%,Floar,6030,"Las Vegas, La Baie Des Iles",Zouk à l'aise / Bouge Ton Corps,Laz Production,1990,France,"Zouk, New Beat","https://kollektivx.com/music-legacy-projects/6030-Las-Vegas,-La-Baie-Des-Iles-Zouk-À-Laise-Bouge-Ton-Corps",https://www.discogs.com/release/17640199,"https://kollektivx.com/music-legacy-projects/6030-Las-Vegas,-La-Baie-Des-Iles-Zouk-À-Laise-Bouge-Ton-Corps",https://www.discogs.com/release/17640199,"Las Vegas, La Baie Des IlesZouk à l'aise / Bouge Ton Corps",,,6030
1240,TRUE,FALSE,Rita Ef,Wisdom,100%,JJ,6035,Rita Ef,Wisdom,Tomorrow (10),1991,Nigeria,"Synth-pop, Swingbeat, Freestyle, Hip-House",https://kollektivx.com/music-legacy-projects/6035-Rita-Ef-Wisdom,https://www.discogs.com/release/8204790,https://kollektivx.com/music-legacy-projects/6035-Rita-Ef-Wisdom,https://www.discogs.com/release/8204790,Rita EfWisdom,,,6035
1241,TRUE,FALSE,Housa Musika,The B.S.E.P. (A.K.A. Vol. IV),100%,pau2guillen,6037,Housa Musika,The B.S.E.P. (A.K.A. Vol. IV),Not On Label (Housa Musika Self-released),1997,UK,House,https://kollektivx.com/music-legacy-projects/6037-Housa-Musika-The-B.S.E.P.-(A.K.A.-Vol.-Iv),https://www.discogs.com/release/2000579,https://kollektivx.com/music-legacy-projects/6037-Housa-Musika-The-B.S.E.P.-(A.K.A.-Vol.-Iv),https://www.discogs.com/release/2000579,Housa MusikaThe B.S.E.P. (A.K.A. Vol. IV),,,6037
1242,TRUE,FALSE,Mako (5),In Other Regions,100%,schieleego,6048,Mako (5),In Other Regions,Seagull Music,1986,Austria,"Downtempo, New Age, Ambient",https://kollektivx.com/music-legacy-projects/6048-Mako-5-In-Other-Regions,https://www.discogs.com/release/2007649,https://kollektivx.com/music-legacy-projects/6048-Mako-5-In-Other-Regions,https://www.discogs.com/release/2007649,Mako (5)In Other Regions,,,6048
1243,TRUE,FALSE,Mara Moreno Project,Careless Whisper,100%,bananaz,6049,Mara Moreno Project,Careless Whisper,BCN Records,1992,Spain,Synth-pop,https://kollektivx.com/music-legacy-projects/6049-Mara-Moreno-Project-Careless-Whisper,https://www.discogs.com/release/4169858,https://kollektivx.com/music-legacy-projects/6049-Mara-Moreno-Project-Careless-Whisper,https://www.discogs.com/release/4169858,Mara Moreno ProjectCareless Whisper,,,6049
1244,TRUE,FALSE,"Sonya Lou, Check The Mind",Song For The Sea,100%,choppinho,6055,"Sonya Lou, Check The Mind",Song For The Sea,Vrs,1991,Italy,"House, Downtempo, Deep House","https://kollektivx.com/music-legacy-projects/6055-Sonya-Lou,-Check-The-Mind-Song-For-The-Sea",https://www.discogs.com/release/1437623,"https://kollektivx.com/music-legacy-projects/6055-Sonya-Lou,-Check-The-Mind-Song-For-The-Sea",https://www.discogs.com/release/1437623,"Sonya Lou, Check The MindSong For The Sea",,,6055
1245,TRUE,FALSE,Steve Walker,Suburban Traveller Vol. 1,100%,Venetia.music,6075,Steve Walker,Suburban Traveller Vol. 1,Filter Flow Recordings,1999,USA,Deep House,https://kollektivx.com/music-legacy-projects/6075-Steve-Walker-Suburban-Traveller-Vol.-1,https://www.discogs.com/release/187209,https://kollektivx.com/music-legacy-projects/6075-Steve-Walker-Suburban-Traveller-Vol.-1,https://www.discogs.com/release/187209,Steve WalkerSuburban Traveller Vol. 1,,,6075
1246,TRUE,FALSE,Bo's Pegasus Parade,Asia Funk,100%,Floar,6078,Bo's Pegasus Parade,Asia Funk,Bella Musica,,Austria,Funk,https://kollektivx.com/music-legacy-projects/6078-Bo'S-Pegasus-Parade-Asia-Funk,https://www.discogs.com/release/3494408,https://kollektivx.com/music-legacy-projects/6078-Bo'S-Pegasus-Parade-Asia-Funk,https://www.discogs.com/release/3494408,Bo's Pegasus ParadeAsia Funk,,,6078
1247,TRUE,FALSE,Jean-Pierre Mader,Ici Ou Ailleurs (118 Bpm Club Mix),100%,Floar,6079,Jean-Pierre Mader,Ici Ou Ailleurs (118 Bpm Club Mix),Polydor,1993,France,House,https://kollektivx.com/music-legacy-projects/6079-Jean-Pierre-Mader-Ici-Ou-Ailleurs-(118-Bpm-Club-Mix),https://www.discogs.com/release/3879894,https://kollektivx.com/music-legacy-projects/6079-Jean-Pierre-Mader-Ici-Ou-Ailleurs-(118-Bpm-Club-Mix),https://www.discogs.com/release/3879894,Jean-Pierre MaderIci Ou Ailleurs (118 Bpm Club Mix),,,6079
1248,TRUE,FALSE,"Mc Master Dee, Natural Sequence",Leaving You,100%,danjo,6082,"Mc Master Dee, Natural Sequence",Leaving You,Funkmaster Records,1994,USA,,"https://kollektivx.com/music-legacy-projects/6082-Mc-Master-Dee,-Natural-Sequence-Leaving-You",https://www.discogs.com/release/3223950,"https://kollektivx.com/music-legacy-projects/6082-Mc-Master-Dee,-Natural-Sequence-Leaving-You",https://www.discogs.com/release/3223950,"Mc Master Dee, Natural SequenceLeaving You",,,6082
1249,TRUE,FALSE,Zeno Pisu,Electric Voyage E.P.,100%,REDLIGHTFILMS,6091,Zeno Pisu,Electric Voyage E.P.,Mater Mediterranea Records,1995,Italy,House,https://kollektivx.com/music-legacy-projects/6091-Zeno-Pisu-Electric-Voyage-E.P.,https://www.discogs.com/release/1403199,https://kollektivx.com/music-legacy-projects/6091-Zeno-Pisu-Electric-Voyage-E.P.,https://www.discogs.com/release/1403199,Zeno PisuElectric Voyage E.P.,,,6091
1250,TRUE,FALSE,Tasti Box,San Francisco,100%,fedyah,6093,Tasti Box,San Francisco,ZoëMagik Records,1991,USA,"Techno, House, Bleep, Breakbeat",https://kollektivx.com/music-legacy-projects/6093-Tasti-Box-San-Francisco,https://www.discogs.com/release/25057,https://kollektivx.com/music-legacy-projects/6093-Tasti-Box-San-Francisco,https://www.discogs.com/release/25057,Tasti BoxSan Francisco,,,6093
1251,TRUE,FALSE,Passion In Fashion,You Make Me Wanna Make Love,100%,hardboiledwonderland,6103,Passion In Fashion,You Make Me Wanna Make Love,Bottom Line Records,1992,USA,Garage House,https://kollektivx.com/music-legacy-projects/6103-Passion-In-Fashion-You-Make-Me-Wanna-Make-Love,https://www.discogs.com/release/59840,https://kollektivx.com/music-legacy-projects/6103-Passion-In-Fashion-You-Make-Me-Wanna-Make-Love,https://www.discogs.com/release/59840,Passion In FashionYou Make Me Wanna Make Love,,,6103
1252,TRUE,FALSE,Green Cloud,Dungeon Dancin E.P.,100%,apkebab,6120,Green Cloud,Dungeon Dancin E.P.,Global Beat Records,1995,UK,House,https://kollektivx.com/music-legacy-projects/6120-Green-Cloud-Dungeon-Dancin-E.P.,https://www.discogs.com/release/103704,https://kollektivx.com/music-legacy-projects/6120-Green-Cloud-Dungeon-Dancin-E.P.,https://www.discogs.com/release/103704,Green CloudDungeon Dancin E.P.,,,6120
1253,TRUE,FALSE,Bolero,La Salsa Esta Bonita,100%,Mikelcompadre69,6122,Bolero,La Salsa Esta Bonita,Vie Privée,1990,Belgium,Italo-Disco,https://kollektivx.com/music-legacy-projects/6122-Bolero-La-Salsa-Esta-Bonita,https://www.discogs.com/release/10467472,https://kollektivx.com/music-legacy-projects/6122-Bolero-La-Salsa-Esta-Bonita,https://www.discogs.com/release/10467472,BoleroLa Salsa Esta Bonita,,,6122
1254,TRUE,FALSE,Pong,Senti/Mental Journey,100%,O.Rayan,6124,Pong,Senti/Mental Journey,Guidance Recordings,2003,USA,Electro,https://kollektivx.com/music-legacy-projects/6124-Pong-Senti/Mental-Journey,https://www.discogs.com/release/125242,https://kollektivx.com/music-legacy-projects/6124-Pong-Senti/Mental-Journey,https://www.discogs.com/release/125242,PongSenti/Mental Journey,,,6124
1255,TRUE,FALSE,Moxo Shriek,Super Magnetic Eye / Boom Boom Boom / Scent Of A Woman,100%,SpecialK,6125,Moxo Shriek,Super Magnetic Eye / Boom Boom Boom / Scent Of A Woman,Mesa (2),,USA,"Tribal House, House, Deep House",https://kollektivx.com/music-legacy-projects/6125-Moxo-Shriek-Super-Magnetic-Eye-Boom-Boom-Boom-Scent-Of-A-Woman,https://www.discogs.com/release/661966,https://kollektivx.com/music-legacy-projects/6125-Moxo-Shriek-Super-Magnetic-Eye-Boom-Boom-Boom-Scent-Of-A-Woman,https://www.discogs.com/release/661966,Moxo ShriekSuper Magnetic Eye / Boom Boom Boom / Scent Of A Woman,,,6125
1256,TRUE,FALSE,Take One (5),Shame,100%,Jaar,6127,Take One (5),Shame,Full Time Records,1990,Italy,"House, Italo House",https://kollektivx.com/music-legacy-projects/6127-Take-One-Shame,https://www.discogs.com/release/837149,https://kollektivx.com/music-legacy-projects/6127-Take-One-Shame,https://www.discogs.com/release/837149,Take One (5)Shame,,,6127
1257,FALSE,TRUE,"D.U.O. Tribe, The Bee (5)",Streetball,100%,bgifudge,6133,"D.U.O. Tribe, The Bee (5)",Streetball,Blue Velvet (3),1993,Germany,"House, Progressive House, Hip-House","https://kollektivx.com/music-legacy-projects/6133-D.U.O.-Tribe,-The-Bee-5-Streetball",https://www.discogs.com/release/1279717,"https://kollektivx.com/music-legacy-projects/6133-D.U.O.-Tribe,-The-Bee-5-Streetball",https://www.discogs.com/release/1279717,"D.U.O. Tribe, The Bee (5)Streetball",,,
1258,TRUE,FALSE,Latino Bazar,Toda Ménina Baiana,100%,ssanneclerk,6134,Latino Bazar,Toda Ménina Baiana,Disco Smash,1994,France,"Downtempo, Latin",https://kollektivx.com/music-legacy-projects/6134-Latino-Bazar-Toda-Ménina-Baiana,https://www.discogs.com/release/2765808,https://kollektivx.com/music-legacy-projects/6134-Latino-Bazar-Toda-Ménina-Baiana,https://www.discogs.com/release/2765808,Latino BazarToda Ménina Baiana,,,6134
1259,FALSE,FALSE,"Global, Parra Dice",A Better Love / Can You Hear Me,100%,choppinho,6136,"Global, Parra Dice",A Better Love / Can You Hear Me,Gorgeous Records,1993,UK,House,"https://kollektivx.com/music-legacy-projects/6136-Global,-Parra-Dice-A-Better-Love-Can-You-Hear-Me",https://www.discogs.com/release/110948,"https://kollektivx.com/music-legacy-projects/6136-Global,-Parra-Dice-A-Better-Love-Can-You-Hear-Me",https://www.discogs.com/release/110948,"Global, Parra DiceA Better Love / Can You Hear Me",,,
1260,TRUE,FALSE,Metro D,In The City,100%,Taem,6140,Metro D,In The City,430 West,1992,USA,Deep House,https://kollektivx.com/music-legacy-projects/6140-Metro-D-In-The-City,https://www.discogs.com/release/65136,https://kollektivx.com/music-legacy-projects/6140-Metro-D-In-The-City,https://www.discogs.com/release/65136,Metro DIn The City,,,6140
1261,TRUE,FALSE,Chris & Moi,Special EP Dance Remix,100%,bananaz,6144,Chris & Moi,Special EP Dance Remix,Touch Records (11),1992,Belgium,"House, Italo House",https://kollektivx.com/music-legacy-projects/6144-Chris-&-Moi-Special-Ep-Dance-Remix,https://www.discogs.com/release/842174,https://kollektivx.com/music-legacy-projects/6144-Chris-&-Moi-Special-Ep-Dance-Remix,https://www.discogs.com/release/842174,Chris & MoiSpecial EP Dance Remix,,,6144
1262,TRUE,FALSE,La Fura Dels Baus,Temí Lo Peor,100%,bayma,6145,La Fura Dels Baus,Temí Lo Peor,Virgin,1989,Spain,"Flamenco, Electro",https://kollektivx.com/music-legacy-projects/6145-La-Fura-Dels-Baus-Temí-Lo-Peor,https://www.discogs.com/release/4945087,https://kollektivx.com/music-legacy-projects/6145-La-Fura-Dels-Baus-Temí-Lo-Peor,https://www.discogs.com/release/4945087,La Fura Dels BausTemí Lo Peor,,,6145
1263,FALSE,TRUE,Various,Black Star EP,100%,Nestroy,6153,Various,Black Star EP,Red Point Records,,Austria,"Tribal, Progressive Trance, Funk",https://kollektivx.com/music-legacy-projects/6153-Various-Black-Star-Ep,https://www.discogs.com/release/17231179,https://kollektivx.com/music-legacy-projects/6153-Various-Black-Star-Ep,https://www.discogs.com/release/17231179,VariousBlack Star EP,,,
1264,TRUE,FALSE,Contact (25),Contagious,100%,7TH_Day_Jesuit,6172,Contact (25),Contagious,Discrete Recordings (2),1992,UK,"House, Progressive House",https://kollektivx.com/music-legacy-projects/6172-Contact-25-Contagious,https://www.discogs.com/release/1028621,https://kollektivx.com/music-legacy-projects/6172-Contact-25-Contagious,https://www.discogs.com/release/1028621,Contact (25)Contagious,,,6172
1265,TRUE,FALSE,reselve,Wishful Thinkin',100%,EdShugar,6179,reselve,Wishful Thinkin',Polystar,1991,Japan,House,https://kollektivx.com/music-legacy-projects/6179-Reselve-Wishful-Thinkin,https://www.discogs.com/release/6224477,https://kollektivx.com/music-legacy-projects/6179-Reselve-Wishful-Thinkin,https://www.discogs.com/release/6224477,reselveWishful Thinkin',,,6179
1266,TRUE,FALSE,Love Tempo,Change For The Better,100%,choppinho,6185,Love Tempo,Change For The Better,Pow Wow Records,1992,USA,"House, Deep House",https://kollektivx.com/music-legacy-projects/6185-Love-Tempo-Change-For-The-Better,https://www.discogs.com/release/39232,https://kollektivx.com/music-legacy-projects/6185-Love-Tempo-Change-For-The-Better,https://www.discogs.com/release/39232,Love TempoChange For The Better,,,6185
1267,TRUE,FALSE,High Society (2),Flapjack,100%,Taem,6188,High Society (2),Flapjack,Discrete Recordings (2),1992,UK,House,https://kollektivx.com/music-legacy-projects/6188-High-Society-2-Flapjack,https://www.discogs.com/release/1899775,https://kollektivx.com/music-legacy-projects/6188-High-Society-2-Flapjack,https://www.discogs.com/release/1899775,High Society (2)Flapjack,,,6188
1268,TRUE,FALSE,Decibel (4),dBL,100%,Venetia.music,6189,Decibel (4),dBL,Xtrax London,1996,UK,Progressive House,https://kollektivx.com/music-legacy-projects/6189-Decibel-4-Dbl,https://www.discogs.com/release/191317,https://kollektivx.com/music-legacy-projects/6189-Decibel-4-Dbl,https://www.discogs.com/release/191317,Decibel (4)dBL,,,6189
1269,TRUE,FALSE,L.A.N.D.R.O. & Co.,Un Otro,100%,bananaz,6195,L.A.N.D.R.O. & Co.,Un Otro,New Music International,1991,Italy,Downtempo,https://kollektivx.com/music-legacy-projects/6195-L.A.N.D.R.O.-&-Co.-Un-Otro,https://www.discogs.com/release/261178,https://kollektivx.com/music-legacy-projects/6195-L.A.N.D.R.O.-&-Co.-Un-Otro,https://www.discogs.com/release/261178,L.A.N.D.R.O. & Co.Un Otro,,,6195
1270,TRUE,FALSE,Atmosfer,Fantasme (C'Est Du Rêve),100%,ReupsD,6198,Atmosfer,Fantasme (C'Est Du Rêve),Do Re Mi Production,1993,France,"House, Trance, Euro House",https://kollektivx.com/music-legacy-projects/6198-Atmosfer-Fantasme-(Cest-Du-Rêve),https://www.discogs.com/release/1795513,https://kollektivx.com/music-legacy-projects/6198-Atmosfer-Fantasme-(Cest-Du-Rêve),https://www.discogs.com/release/1795513,AtmosferFantasme (C'Est Du Rêve),,,6198
1271,TRUE,FALSE,"Malik, Boombatcha",Basement Frequencies / Kotozen,100%,Koremoran44,6211,"Malik, Boombatcha",Basement Frequencies / Kotozen,Formerly Known As,2003,UK,"Progressive House, Balearic, Tech House","https://kollektivx.com/music-legacy-projects/6211-Malik,-Boombatcha-Basement-Frequencies-Kotozen",https://www.discogs.com/release/261974,"https://kollektivx.com/music-legacy-projects/6211-Malik,-Boombatcha-Basement-Frequencies-Kotozen",https://www.discogs.com/release/261974,"Malik, BoombatchaBasement Frequencies / Kotozen",,,6211
1272,TRUE,FALSE,Flamenco Group,The House Of The Rising Sun,100%,bananaz,6212,Flamenco Group,The House Of The Rising Sun,Hispavox,1978,Spain,"Disco, Psychedelic",https://kollektivx.com/music-legacy-projects/6212-Flamenco-Group-The-House-Of-The-Rising-Sun,https://www.discogs.com/release/3684215,https://kollektivx.com/music-legacy-projects/6212-Flamenco-Group-The-House-Of-The-Rising-Sun,https://www.discogs.com/release/3684215,Flamenco GroupThe House Of The Rising Sun,,,6212
1273,TRUE,FALSE,Estella Radji,Qui Sont Les Indiens,100%,megusta,6215,,,Cross Over Disques,1991,France,Euro House,https://kollektivx.com/music-legacy-projects/6215-Estella-Radji-Qui-Sont-Les-Indiens,https://www.discogs.com/release/2548828-Estella-Radji-Qui-Sont-Les-Indiens,https://kollektivx.com/music-legacy-projects/6215-Estella-Radji-Qui-Sont-Les-Indiens,https://www.discogs.com/release/2548828-Estella-Radji-Qui-Sont-Les-Indiens,Estella RadjiQui Sont Les Indiens,,,6215
1274,TRUE,FALSE,Stress (19),Re-Relax Your Body,100%,Riff_Raff,6221,Stress (19),Re-Relax Your Body,Pass Word Records,1993,Italy,"Euro House, House",https://kollektivx.com/music-legacy-projects/6221-Stress-19-Re-Relax-Your-Body,https://www.discogs.com/release/1339814,https://kollektivx.com/music-legacy-projects/6221-Stress-19-Re-Relax-Your-Body,https://www.discogs.com/release/1339814,Stress (19)Re-Relax Your Body,,,6221
1275,TRUE,FALSE,Bang The Party,Back To Prison,100%,7TH_Day_Jesuit,6223,Bang The Party,Back To Prison,Warriors Dance,1990,UK,"Techno, House, Breaks",https://kollektivx.com/music-legacy-projects/6223-Bang-The-Party-Back-To-Prison,https://www.discogs.com/release/124787,https://kollektivx.com/music-legacy-projects/6223-Bang-The-Party-Back-To-Prison,https://www.discogs.com/release/124787,Bang The PartyBack To Prison,,,6223
1276,TRUE,FALSE,Spice (3),Anything Goes,100%,tassio.baia,6226,Spice (3),Anything Goes,Night Club Records,1991,USA,"Deep House, Garage House",https://kollektivx.com/music-legacy-projects/6226-Spice-3-Anything-Goes,https://www.discogs.com/release/72787,https://kollektivx.com/music-legacy-projects/6226-Spice-3-Anything-Goes,https://www.discogs.com/release/72787,Spice (3)Anything Goes,,,6226
1277,TRUE,FALSE,Unknown Artist,I'm Feeling Excite / Loving Ecstasy,100%,ogiorgos,6236,Unknown Artist,I'm Feeling Excite / Loving Ecstasy,C.o.m.b.i.,2013,Japan,Disco,https://kollektivx.com/music-legacy-projects/6236-Unknown-Artist-Im-Feeling-Excite-Loving-Ecstasy,https://www.discogs.com/release/4665629,https://kollektivx.com/music-legacy-projects/6236-Unknown-Artist-Im-Feeling-Excite-Loving-Ecstasy,https://www.discogs.com/release/4665629,Unknown ArtistI'm Feeling Excite / Loving Ecstasy,Y,,6236
1278,TRUE,FALSE,Souldoubt,Everyone Back To Mick's,100%,ensam,6243,Souldoubt,Everyone Back To Mick's,Surreal,2000,UK,"Deep House, Tech House",https://kollektivx.com/music-legacy-projects/6243-Souldoubt-Everyone-Back-To-Micks,https://www.discogs.com/release/167068,https://kollektivx.com/music-legacy-projects/6243-Souldoubt-Everyone-Back-To-Micks,https://www.discogs.com/release/167068,SouldoubtEveryone Back To Mick's,,,6243
1279,TRUE,FALSE,Various,Magic Deejay II,100%,Kenny_Sl,6250,Various,Magic Deejay II,Music Hall,1985,Argentina,"Italo-Disco, Disco, Synth-pop",https://kollektivx.com/music-legacy-projects/6250-Various-Magic-Deejay-Ii,https://www.discogs.com/release/11320755,https://kollektivx.com/music-legacy-projects/6250-Various-Magic-Deejay-Ii,https://www.discogs.com/release/11320755,VariousMagic Deejay II,,,6250
